"","x"
"0",16
"1",13
"3",16
"8",11
"10",14
"12",12
"14",13
"17",15
"19",14
"20",14
"21",11
"23",13
"25",18
"26",18
"29",3
"30",16
"38",14
"39",16
"46",19
"54",17
"58",25
"60",2
"61",6
"62",10
"65",19
"73",15
"75",21
"76",15
"77",13
"78",6
"80",12
"81",17
"83",23
"84",14
"87",18
"88",13
"89",20
"90",25
"91",17
"92",27
"93",23
"94",24
"96",11
"97",25
"99",46
"101",13
"106",26
"107",18
"108",5
"109",14
"111",2
"112",12
"113",11
"115",16
"116",2
"118",24
"119",11
"120",23
"121",22
"122",8
"123",13
"124",20
"125",21
"126",5
"127",52
"128",29
"129",35
"130",31
"131",44
"132",33
"133",35
"136",16
"137",24
"141",17
"144",11
"147",47
"148",28
"150",16
"153",11
"154",13
"157",16
"158",10
"162",18
"165",58
"166",12
"167",32
"168",37
"170",28
"171",58
"175",12
"176",18
"177",8
"180",20
"181",12
"183",8
"184",13
"185",23
"187",21
"189",18
"190",27
"192",21
"193",6
"194",13
"195",15
"198",15
"200",30
"201",13
"206",17
"207",11
"213",18
"218",10
"220",36
"221",9
"223",24
"227",11
"229",14
"231",8
"234",18
"235",12
"236",15
"237",24
"238",18
"239",22
"240",16
"242",12
"244",18
"247",10
"248",15
"251",13
"252",22
"253",10
"254",15
"255",11
"256",16
"260",32
"261",63
"262",20
"263",59
"264",15
"265",24
"266",26
"267",29
"268",13
"270",17
"272",14
"273",16
"275",23
"276",6
"277",17
"280",14
"281",14
"282",12
"285",13
"286",14
"287",13
"289",13
"292",16
"295",11
"299",4
"300",11
"301",10
"304",14
"305",13
"306",4
"308",16
"311",22
"314",35
"315",21
"316",15
"317",15
"318",12
"327",16
"328",21
"331",11
"333",5
"335",17
"336",2
"340",22
"343",28
"344",41
"345",55
"346",30
"347",31
"348",44
"349",13
"351",5
"352",12
"354",17
"355",12
"356",20
"358",12
"360",16
"369",9
"375",18
"381",21
"385",17
"386",13
"387",12
"390",24
"391",5
"397",26
"405",34
"407",65
"408",51
"409",15
"410",62
"411",25
"412",46
"413",14
"415",3
"421",15
"423",14
"424",19
"426",12
"427",12
