"","x"
"176",359
"69",212
"28",2425
"26",1701
"18",543
"225",573
"280",664
"223",998
"307",474
"151",274
"180",376
"9",230
"251",64
"12",385
"208",431
"53",641
"30",264
"152",297
"81",431
"4",252
"256",250
"298",304
"1",131
"174",202
"191",178
"64",86
"127",434
"141",126
"142",55
"109",8
"34",1
"237",3
"293",181
"121",145
"92",27
"187",126
"297",10
"262",657
"90",10254
"306",1241
"230",2770
"97",568
"33",1278
"88",85
"269",1214
"0",153
"186",629
"82",596
"199",815
"300",1080
"93",1020
"75",804
"150",518
"11",240
"258",432
"274",1455
"143",633
"99",355
"66",2
"281",729
"294",3
"264",384
"183",1006
"59",480
"98",407
"48",437
"220",539
"138",239
"106",55
"197",4
"313",5
"265",8
"77",318
"23",329
"39",390
"167",26
"232",183
"96",1
"217",22
"61",196
"125",4
"41",554
"80",1508
"40",928
"194",1035
"51",382
"291",881
"190",58
"255",153
"213",7
"273",234
"72",29
"89",20
"288",102
"233",148
"216",53
"70",98
"111",37
"302",18
"83",515
"279",3432
"7",1779
"253",744
"299",1170
"108",544
"158",313
"242",907
"94",248
"277",103
"118",139
"116",1515
"57",469
"13",617
"305",205
"178",102
"304",206
"252",1101
"200",676
"58",403
"278",940
"234",594
"228",826
"144",333
"47",326
"131",42
"316",6
"52",406
"236",160
"309",105
"202",899
"24",233
"263",213
"86",560
"209",176
"173",988
"104",200
"241",344
"130",230
"117",158
"25",556
"128",184
"35",242
"10",343
"250",351
"164",75
"189",307
"254",418
"135",546
"315",91
"113",55
"105",55
"193",124
"162",111
"139",124
"122",105
"270",229
"239",14
"153",1
"65",6
"114",128
"45",682
"31",14
"20",12
"136",124
"308",25
"221",199
"101",148
"149",6
"182",11
"188",12
"37",8
"207",28
"8",7
"319",47
"210",11
"36",2
"290",14
"154",4
"211",47
"289",1
"271",6
"260",2
"46",10
"49",62
"243",62
"296",31
"146",5
"147",1
"229",11
"160",878
"249",846
"159",1428
"103",423
"318",388
"63",493
"60",334
"317",375
"303",39
"222",312
"204",3254
"87",236
"248",224
"244",253
"73",24
"205",6
"107",43
"157",82
"91",7
"286",11
"155",27
"156",4
"123",5
"245",16
"5",5
"14",5
"120",529
"184",885
"310",313
"38",2076
"132",2749
"283",764
"79",1367
"21",2013
"112",516
"78",1162
"161",2898
"50",1599
"295",494
"3",1117
"71",144
"2",620
"284",935
"267",1165
"240",186
"16",592
"266",210
"238",487
"134",485
"145",2793
"85",292
"6",871
"231",285
"314",483
"133",393
"268",28
"257",106
"27",128
"166",18
"44",15
"219",243
"119",7
"55",4
"137",94
"218",68
"285",157
"292",10
"54",23
"195",35
"226",21
"163",3
"196",7
"22",1
"198",1
"212",1
"74",299
"169",127
"32",7
"15",331
"43",27
"259",55
"175",145
"76",12
"227",5
"214",24
"129",12
"42",12
"56",5
"287",1
"247",4
"276",60
"235",1
"301",220
"170",6
"215",117
"172",1
"272",8
"171",1
"246",13
"177",5
"148",3
"19",1
"312",1
"185",39
"126",5
"95",2
"165",5
"68",1
"179",1
"282",2
"192",1
"261",20
"203",24
"311",58
"110",31
"17",19
"115",9
"168",1
"62",2
"206",2
