"","x"
"163",447
"134",305
"164",394
"147",595
"171",712
"169",158
"122",540
"144",67
"145",342
"75",226
"28",1541
"123",265
"119",329
"114",103
"0",155
"98",132
"161",104
"70",110
"62",24
"81",64
"130",1007
"137",1109
"127",540
"35",605
"86",1072
"165",1427
"33",658
"154",626
"66",580
"141",410
"82",976
"64",220
"3",980
"39",940
"52",742
"47",474
"104",571
"60",149
"5",375
"72",131
"92",315
"14",298
"115",43
"138",13
"53",141
"22",174
"23",1645
"7",605
"140",1319
"27",894
"71",400
"46",699
"80",1051
"51",321
"156",1031
"77",13
"155",689
"44",704
"36",272
"152",375
"126",273
"11",459
"84",27
"49",150
"42",255
"158",145
"26",217
"139",112
"41",454
"58",490
"73",898
"150",342
"37",614
"117",345
"55",353
"45",837
"99",54
"102",1
"61",30
"90",70
"24",8594
"68",807
"65",2150
"91",5658
"40",556
"57",1083
"146",1784
"2",1374
"63",5309
"142",1696
"76",663
"157",780
"10",1616
"97",1049
"153",3408
"78",430
"94",1016
"167",1366
"43",923
"30",1036
"32",4
"148",735
"151",30
"18",106
"15",98
"170",295
"124",900
"54",1316
"74",698
"50",1
"107",91
"116",581
"100",1
"96",40
"19",1
"21",102
"101",24
"135",1230
"56",2678
"111",808
"168",600
"9",959
"85",343
"121",127
"132",166
"87",698
"89",356
"103",1008
"160",3
"143",1
"48",118
"31",2
"128",15
"159",18
"25",2
"79",3
"125",44
"6",23
"133",2
"83",24
"13",6
"69",88
"12",26
"93",16
"162",2
"136",14
"112",2
"105",5
"4",1
"106",266
"59",150
"118",18
"113",28
"166",18
"110",2
"29",1
"120",1
"108",1
"88",6
"67",5
"1",3
"20",1
