"","x"
"0",11
"6",21
"8",17
"9",12
"10",17
"11",14
"12",15
"14",11
"17",13
"20",28
"22",14
"23",16
"25",14
"26",22
"27",26
"28",12
"31",70
"32",18
"34",20
"35",26
"37",13
"39",19
"43",12
"44",18
"46",11
"51",13
"52",10
"54",13
"64",1
"65",15
"66",1
"67",66
"68",23
"72",13
"73",13
"74",13
"75",4
"76",30
"77",11
"79",17
"80",40
"81",16
"82",2
"84",12
"86",24
"87",8
"88",29
"89",14
"92",15
"93",11
"94",11
"96",13
"98",11
"99",64
"100",13
"101",18
"103",13
"111",13
"112",41
"114",11
"115",13
"116",15
"118",18
"120",16
"122",11
"124",13
"125",13
"126",14
"129",20
"131",20
"133",12
"136",22
"138",15
"139",13
"142",14
"143",13
"144",12
"148",16
"151",18
"152",15
"154",14
"155",1
"156",12
"157",18
"158",17
"159",12
"161",6
"162",11
"163",24
"164",14
"165",15
"168",12
"169",45
"171",51
"172",62
"173",67
"174",66
"175",55
"176",72
"178",15
"179",11
"180",10
"182",15
"184",17
"185",22
"187",14
"188",22
"191",19
"195",16
"196",14
"198",12
"199",14
"200",12
"204",18
"205",13
"208",15
"210",12
"212",13
"213",20
"214",13
"215",13
"217",13
"219",15
"220",20
"221",9
"224",11
"231",10
"232",4
"233",5
"234",14
"235",14
"237",13
"238",20
"239",3
"241",14
"242",3
"243",6
"244",14
"245",13
"246",63
"247",17
"248",15
"249",12
"250",13
"251",12
"254",11
"258",12
"260",18
"261",18
"262",1
"264",11
"268",13
"270",14
"271",15
"272",12
"273",12
"274",15
"275",5
"279",25
"280",20
"281",11
"283",16
"284",13
"285",11
"289",24
"290",12
"291",66
"292",46
"293",69
"294",62
"296",57
"297",66
"298",46
"299",69
"300",67
"301",14
"302",14
"307",14
"311",10
"313",12
"314",18
"315",12
"317",12
"320",27
"322",16
"323",21
"324",13
"325",21
"327",21
"329",12
"331",13
"333",15
"336",19
"337",17
"339",6
"341",13
"344",6
"345",15
"346",5
"348",5
"350",57
"351",54
"352",42
"353",58
"354",56
"355",58
"356",73
"357",50
"358",16
"359",12
"360",15
"367",16
"368",15
"369",15
"370",16
"373",16
"375",12
"377",12
"378",11
"379",24
"380",13
"383",18
"384",23
"385",11
"388",19
"389",22
"390",13
"394",15
"396",13
"397",38
"398",15
"400",17
"401",12
"404",24
"406",13
"408",13
"409",13
"411",17
"417",55
"420",10
"424",26
"426",17
"430",11
"434",15
"435",17
"441",15
"446",18
"450",15
"451",11
"452",48
"454",13
"455",16
"456",16
"458",19
"460",13
"461",64
"462",10
"463",17
"464",16
"465",22
"466",13
"467",18
"468",15
"471",12
"473",18
"477",16
"481",9
"483",16
"484",11
"486",12
"488",10
"489",12
"490",13
"492",11
"495",29
"499",21
"500",11
"502",10
"504",14
"506",14
"507",13
"508",20
"509",5
"510",12
"511",13
"512",18
"518",17
"521",13
"522",16
"523",12
"529",17
"532",17
"535",10
"538",2
"539",2
"540",11
"541",11
"542",12
"543",2
"544",11
"545",47
"549",14
"551",16
"553",23
"555",14
"556",70
"557",57
"558",69
"559",12
"562",17
"563",62
"564",53
"565",60
"566",49
"567",50
"568",15
"569",12
"571",15
"572",11
"573",11
"574",11
"575",11
"577",12
"578",11
"579",16
"580",15
"581",11
"584",6
"588",17
"590",11
"591",12
"592",11
"593",14
"596",13
"597",15
"607",10
"616",13
"617",11
"622",23
"624",20
"625",5
"626",6
"627",11
"630",19
"631",1
"633",1
"634",13
"635",56
"636",58
"637",62
"638",50
"639",13
"640",11
"644",18
"647",20
"649",11
"651",14
"654",10
"655",19
"656",16
"657",13
"658",6
"659",15
"660",15
"661",14
"662",12
"664",3
"666",20
"667",11
"669",18
"670",15
"672",15
"673",7
"675",16
"676",11
"679",20
"680",16
"681",14
"683",13
"684",10
"687",13
"688",18
"689",11
"690",15
"692",16
"694",17
"695",14
"696",4
"697",23
"698",15
"702",11
"709",14
"711",16
"712",10
"713",6
"715",4
"716",4
"719",15
"724",15
"725",21
"727",2
"728",13
"729",11
"730",14
"731",16
"732",14
"735",18
"738",11
"740",10
"741",18
"743",7
"748",19
"749",10
"755",17
"757",17
"758",10
"759",17
"760",17
"764",12
"765",13
"766",18
"767",13
"768",16
"770",13
"772",2
"773",13
"775",2
"776",14
"779",14
"780",18
"783",19
"785",17
"790",10
"798",16
"799",17
"800",13
"802",18
"804",11
"805",13
"806",17
"807",16
"808",14
"809",16
"811",15
"812",4
"813",14
"815",25
"816",49
"818",14
"822",20
"824",15
"826",14
"830",13
"833",18
"834",13
"837",14
"839",42
"840",54
"841",42
"843",12
"846",4
"847",11
"849",19
"850",12
"851",11
"854",16
"855",13
"857",14
"858",15
"860",11
"861",19
"863",16
"866",13
"870",17
"873",14
"876",12
"877",12
"878",63
"879",20
"880",14
"883",9
"886",15
"887",13
"888",17
"889",17
"890",14
"894",15
"895",12
"897",14
"899",21
"900",12
"901",12
"903",16
"905",11
"907",22
"909",25
"910",11
"915",15
"916",37
"922",11
"923",13
"924",10
"925",12
"927",9
"933",12
"942",16
"943",15
"945",15
"948",10
"951",13
"956",14
"958",11
"961",14
"964",22
"965",20
"967",10
"968",17
"973",7
"977",12
"978",16
"982",18
"983",16
"985",17
"986",13
"987",16
"988",48
"990",8
"996",7
"1001",12
"1002",22
"1003",10
"1011",20
"1013",1
"1014",21
"1015",3
"1016",16
"1022",10
"1024",15
"1027",10
"1036",11
"1038",15
"1040",10
"1046",29
"1056",16
"1059",51
"1063",14
"1064",23
"1067",10
"1074",16
"1083",10
"1085",23
"1089",17
"1091",16
"1095",20
"1098",10
"1101",12
"1102",12
"1103",15
"1104",18
"1105",13
"1106",13
"1111",16
"1112",18
"1113",10
"1116",15
"1117",17
"1118",15
"1119",16
"1121",14
"1124",14
"1132",13
"1135",13
"1138",16
"1139",11
"1140",20
"1141",17
"1143",12
"1146",15
"1151",2
"1152",15
"1153",19
"1154",20
"1155",10
"1157",16
"1158",11
"1161",10
"1162",12
"1163",16
"1168",12
"1170",16
"1176",16
"1177",11
"1178",13
"1181",16
"1182",9
"1183",14
"1187",12
"1190",19
"1193",4
"1194",12
"1195",14
"1201",14
"1203",15
"1205",27
"1206",14
"1207",13
"1209",16
"1210",11
"1211",21
"1214",15
"1217",16
"1218",21
"1219",14
"1221",13
"1222",17
"1223",14
"1225",16
"1226",17
"1228",16
"1230",13
"1231",13
"1232",11
"1233",18
"1235",15
"1236",2
"1237",20
"1240",18
"1241",16
"1242",18
"1243",4
"1246",12
"1247",15
"1248",12
"1249",13
"1251",19
"1253",17
"1256",9
"1257",5
"1258",15
"1260",19
"1261",7
"1262",3
"1263",15
"1264",14
"1265",17
"1266",57
"1268",12
"1269",11
"1271",2
"1273",12
"1274",15
"1276",15
"1278",19
"1281",13
"1282",20
"1283",15
"1286",11
"1290",19
"1291",14
"1293",10
"1298",15
"1299",1
"1300",6
"1301",8
"1302",7
"1303",19
"1304",13
"1310",12
"1311",14
"1312",16
"1314",23
"1315",16
"1317",15
"1320",27
"1321",13
"1322",15
"1330",10
"1331",11
"1332",11
"1333",2
"1334",2
"1335",11
"1337",11
"1339",12
"1340",8
"1343",6
"1344",2
"1348",16
"1350",13
"1352",20
"1353",2
"1357",16
"1359",15
"1361",17
"1363",11
"1367",7
"1371",19
"1372",16
"1374",15
"1379",10
"1382",12
"1383",9
"1384",10
"1385",11
"1388",24
"1391",4
"1392",21
"1394",11
"1398",4
"1399",12
"1402",13
"1403",20
"1404",16
"1408",4
"1414",14
"1416",11
"1417",12
"1418",11
"1420",10
"1421",19
"1423",4
"1424",13
"1426",14
"1427",10
"1428",11
"1429",10
"1430",16
"1431",11
"1432",13
"1436",11
"1437",19
"1438",9
"1439",11
"1441",17
"1443",12
"1444",17
"1445",13
"1447",18
"1448",12
"1449",14
"1450",12
"1451",19
"1456",17
"1457",15
"1458",17
"1459",4
"1461",6
"1466",12
"1468",10
"1471",12
"1477",12
"1478",13
"1480",16
"1482",5
"1484",14
"1487",18
"1489",15
"1494",17
"1496",7
"1497",15
"1498",24
"1501",15
"1504",22
"1505",11
"1512",11
"1513",19
"1514",18
"1515",8
"1517",16
"1519",13
"1523",19
"1525",11
"1526",12
"1527",13
"1530",14
"1532",13
"1533",14
"1535",12
"1536",14
"1537",12
"1538",14
"1539",16
"1540",14
"1541",10
"1545",29
"1547",17
"1548",8
"1549",18
"1550",12
"1552",13
"1554",4
"1558",14
"1564",16
"1573",14
"1578",14
"1581",14
"1583",17
"1584",13
"1585",5
"1591",13
"1595",13
"1596",11
"1597",12
"1598",17
"1601",13
"1603",12
"1604",13
"1605",14
"1606",14
"1607",12
"1609",15
"1610",13
"1612",13
"1613",19
"1614",23
"1616",15
"1617",14
"1618",17
"1619",3
"1621",12
"1622",12
"1623",6
"1627",10
"1628",15
"1630",3
"1631",16
"1632",2
"1637",11
"1638",10
"1639",19
"1640",21
"1641",14
"1643",12
"1644",12
"1645",11
"1647",17
"1648",15
"1649",12
"1652",11
"1653",12
"1656",14
"1658",12
"1659",14
"1660",17
"1662",12
"1663",12
"1664",14
"1665",12
"1666",19
"1667",14
"1672",13
"1674",16
"1675",12
"1678",10
"1680",3
"1681",4
"1687",17
"1689",9
"1690",12
"1693",11
"1694",10
"1697",21
"1701",16
"1707",15
"1708",11
"1711",11
"1713",18
"1715",17
"1716",13
"1718",13
"1720",19
"1723",16
"1728",14
"1729",13
"1730",13
"1731",12
"1732",15
"1733",5
"1736",5
"1737",11
"1738",12
"1739",12
"1740",14
"1742",7
"1748",10
"1753",19
"1756",11
"1763",12
"1766",12
"1768",14
"1771",16
"1774",9
"1775",44
"1777",10
"1779",15
"1782",12
"1785",8
"1786",12
"1788",15
"1789",13
"1790",13
"1791",13
"1792",15
"1794",1
"1795",6
"1796",13
"1798",22
"1799",11
"1800",12
"1802",14
"1803",18
"1804",12
"1807",18
"1808",11
"1809",14
"1811",13
"1813",14
"1814",13
"1815",18
"1817",10
"1821",12
"1822",15
"1823",15
"1824",12
"1825",14
"1827",9
"1828",15
"1829",16
"1830",4
"1832",11
"1833",13
"1842",20
"1843",12
"1845",6
"1846",6
"1849",13
"1851",17
"1857",14
"1858",15
"1864",10
"1867",11
"1868",41
"1869",21
"1878",15
"1879",16
"1880",12
"1882",12
"1884",12
"1885",27
"1886",19
"1889",14
"1890",15
"1891",17
"1894",20
"1895",15
"1896",13
"1903",13
"1904",19
"1906",13
"1908",17
"1912",6
"1913",15
"1915",12
"1916",12
"1917",12
"1920",17
"1922",15
"1923",11
"1927",14
"1931",13
"1935",23
"1937",11
"1939",17
"1942",21
"1943",26
"1944",18
"1945",16
"1946",16
"1947",10
"1948",9
"1950",3
"1951",8
"1954",9
"1955",12
"1958",10
"1965",13
"1968",15
"1970",13
"1974",13
"1977",14
"1979",12
"1980",2
"1981",13
"1984",16
"1985",16
"1987",11
"1988",14
"1989",14
"1990",14
"1992",21
"1995",12
"1997",13
"1998",12
"2002",16
"2004",8
"2006",21
"2008",19
"2009",11
"2012",12
"2015",12
"2017",12
"2023",15
"2024",10
"2025",18
"2027",15
"2032",21
"2035",4
"2037",8
"2038",17
"2041",12
"2049",13
"2051",14
"2052",11
"2057",12
"2058",11
"2061",7
"2064",14
"2065",11
"2067",11
"2068",5
"2069",13
"2071",21
"2072",13
"2077",15
"2078",1
"2079",12
"2080",11
"2081",17
"2085",14
"2086",11
"2087",14
"2088",2
"2089",18
"2090",12
"2091",11
"2092",9
"2097",17
"2098",15
"2099",6
"2101",11
"2102",10
"2103",12
"2104",11
"2111",13
"2113",18
"2115",19
"2117",17
"2118",10
"2120",2
"2121",5
"2122",15
"2124",15
"2127",13
"2129",15
"2138",11
"2143",16
"2144",13
"2146",19
"2147",22
"2149",10
"2150",2
"2156",11
"2158",13
"2159",12
"2160",11
"2161",13
"2163",15
"2166",12
"2168",10
"2169",8
"2171",17
"2173",13
"2178",12
"2179",11
"2181",5
"2182",15
"2184",14
"2186",5
"2188",12
"2189",11
"2190",19
"2193",10
"2197",11
"2199",11
"2200",12
"2202",11
"2203",17
"2204",13
"2208",19
"2209",11
"2210",11
"2211",14
"2212",15
"2213",14
"2214",14
"2215",9
"2217",13
"2220",13
"2221",21
"2222",19
"2224",13
"2230",15
"2231",9
"2235",17
"2237",11
"2240",2
"2241",17
"2242",10
"2244",12
"2249",14
"2250",3
"2257",17
"2259",17
"2260",21
"2261",21
"2264",12
"2265",13
"2267",12
"2268",18
"2272",1
"2273",11
"2274",13
"2275",18
"2277",5
"2278",13
"2280",14
"2281",11
"2282",3
"2283",11
"2294",10
"2297",13
"2300",2
"2301",15
"2302",10
"2304",9
"2306",11
"2307",14
"2310",1
"2312",11
"2313",3
"2314",12
"2315",16
"2316",15
"2317",14
"2319",16
"2320",18
"2321",10
"2324",14
"2328",3
"2329",3
"2330",12
"2333",12
"2334",5
"2335",13
"2336",10
"2338",12
"2340",12
"2343",14
"2344",12
"2346",11
"2347",12
"2348",12
"2350",16
"2352",13
"2353",10
"2354",13
"2360",3
"2361",11
"2363",9
"2364",12
"2365",15
"2366",2
"2367",14
"2374",3
"2375",10
"2377",17
"2380",22
"2382",7
"2387",11
"2388",25
"2389",7
"2391",15
"2396",11
"2403",15
"2408",14
"2409",11
"2410",20
"2411",6
"2413",12
"2415",12
"2417",14
"2420",2
"2422",15
"2423",14
"2426",12
"2427",10
"2428",13
"2429",11
"2431",10
"2433",15
"2434",9
"2435",6
"2437",15
"2441",11
"2442",9
"2444",11
"2448",20
"2449",16
"2451",12
"2452",17
"2453",12
"2454",19
"2455",15
"2457",13
"2460",13
"2461",13
"2462",18
"2466",14
"2468",5
"2470",14
"2474",13
"2478",17
"2479",13
"2485",20
"2487",10
"2488",18
"2489",15
"2490",11
"2492",15
"2495",14
"2497",12
"2499",17
"2502",1
"2504",11
"2509",8
"2510",10
"2511",15
"2513",12
"2514",1
"2515",5
"2516",12
"2519",15
"2522",11
"2525",10
"2527",15
"2528",14
"2529",12
"2532",17
"2534",10
"2537",12
"2539",13
"2541",3
"2543",5
"2545",11
"2546",12
"2552",10
"2553",11
"2554",13
"2558",10
"2559",15
"2561",14
"2562",11
"2564",12
"2567",19
"2571",12
"2573",14
"2574",14
"2577",13
"2579",13
"2580",7
"2581",1
"2582",11
"2583",16
"2584",13
"2587",14
"2588",7
"2590",17
"2591",12
"2595",11
"2596",11
"2597",7
"2598",13
"2600",14
"2601",14
"2602",11
"2604",13
"2605",17
"2606",13
"2608",14
"2609",11
"2610",12
"2612",14
"2613",16
"2614",16
"2615",11
"2618",17
"2619",12
"2622",16
"2623",13
"2625",15
"2626",15
"2627",12
"2629",11
"2631",18
"2633",11
"2634",17
"2636",14
"2637",12
"2638",15
"2640",17
"2641",22
"2642",10
"2644",18
"2649",18
"2650",1
"2652",13
"2654",9
"2655",8
"2656",14
"2657",6
"2659",1
"2660",8
"2661",23
"2662",13
"2665",24
"2667",10
"2668",10
"2669",13
"2670",11
"2671",2
"2672",10
"2673",8
"2675",16
"2677",1
"2678",11
"2679",15
"2680",12
"2684",10
"2686",14
"2689",13
"2690",15
"2693",18
"2694",15
"2695",16
"2698",1
"2699",10
"2700",12
"2703",11
"2704",14
"2708",12
"2712",12
"2713",15
"2714",21
"2716",13
"2720",11
"2722",23
"2725",14
"2729",10
"2731",13
"2732",11
"2733",13
"2735",3
"2739",12
"2743",7
"2745",17
"2746",16
"2749",15
"2751",11
"2753",13
"2755",13
"2757",9
"2760",11
"2761",10
"2762",59
"2767",14
"2768",14
"2771",18
"2773",15
"2775",13
"2777",15
"2781",15
"2782",13
"2784",15
"2787",4
"2789",14
"2797",16
"2800",4
"2802",5
"2804",12
"2809",11
"2813",13
"2816",19
"2817",16
"2818",13
"2823",14
"2824",15
"2826",23
"2828",13
"2829",12
"2830",17
"2839",13
"2840",17
"2843",15
"2844",14
"2845",6
"2848",22
"2850",6
"2852",2
"2853",2
"2857",19
"2861",19
"2862",25
"2867",9
"2869",11
"2870",18
"2880",15
"2881",14
"2886",12
"2887",13
"2888",14
"2891",24
"2893",14
"2894",20
"2895",15
"2897",13
"2898",13
"2900",16
"2902",14
"2903",11
"2908",15
"2909",18
"2911",14
"2912",25
"2916",14
"2921",14
"2922",12
"2924",5
"2932",13
"2933",14
"2935",16
"2936",17
"2937",14
"2938",21
"2939",9
"2940",17
"2955",11
"2957",16
"2959",13
"2960",10
"2963",14
"2964",3
"2965",11
"2972",12
"2977",11
"2981",12
"2982",4
"2983",14
"2984",4
"2986",32
"2988",13
"2995",2
"2996",13
"2997",7
"2999",16
"3000",13
"3003",12
"3004",11
"3005",15
"3006",13
"3011",18
"3012",26
"3019",12
"3020",17
"3022",17
"3025",12
"3028",11
"3036",11
"3037",13
"3038",15
"3040",18
"3041",15
"3046",15
"3050",15
"3053",15
"3054",14
"3055",11
"3057",15
"3058",2
"3059",2
"3063",3
"3071",16
"3072",6
"3073",2
"3076",17
"3077",11
"3079",15
"3080",15
"3081",10
"3082",14
"3083",11
"3091",25
"3094",15
"3102",11
"3104",15
"3106",12
"3109",19
"3112",16
"3113",13
"3114",15
"3116",16
"3120",14
"3121",14
"3123",2
"3126",17
"3127",13
"3128",25
"3129",5
"3135",2
"3138",16
"3139",13
"3140",6
"3142",13
"3143",13
"3149",18
"3150",3
"3151",10
"3153",13
"3155",5
"3156",16
"3158",9
"3159",21
"3160",16
"3169",2
"3170",12
"3171",4
"3172",15
"3175",16
"3181",15
"3182",5
"3183",11
"3189",14
"3193",2
"3194",15
"3195",18
"3205",6
"3206",16
"3207",6
"3211",15
"3214",32
"3216",14
"3217",3
"3218",14
"3220",14
"3221",24
"3223",13
"3225",19
"3230",6
"3231",11
"3239",20
"3242",13
"3244",6
"3245",13
"3246",12
"3247",16
"3248",13
"3253",12
"3255",15
"3256",18
"3258",12
"3259",5
"3260",18
"3261",18
"3265",14
"3266",15
"3267",13
"3268",17
"3274",16
"3275",15
"3276",12
"3279",12
"3288",16
"3290",2
"3292",12
"3297",10
"3300",16
"3301",12
"3307",12
"3309",15
"3311",14
"3313",15
"3314",6
"3315",10
"3317",15
"3322",13
"3325",3
"3326",18
"3330",14
"3333",2
"3334",3
"3335",11
"3336",14
"3339",21
"3343",2
"3347",15
"3348",8
"3349",13
"3351",12
"3354",21
"3356",15
"3357",19
"3365",19
"3366",12
"3367",28
"3374",15
"3377",14
"3385",17
"3387",17
"3388",11
"3391",11
"3396",15
"3397",6
"3398",14
"3402",17
"3403",4
"3405",9
"3407",27
"3409",5
"3411",17
"3416",17
"3417",12
"3419",13
"3421",19
"3428",13
"3431",13
"3434",14
"3436",12
"3441",14
"3442",12
"3443",3
"3455",12
"3463",11
"3464",11
"3469",16
"3475",12
"3481",13
"3489",2
"3490",14
"3492",2
"3495",13
"3509",16
"3510",11
"3511",12
"3512",3
"3517",11
"3519",13
"3531",12
"3532",13
"3533",16
"3535",12
"3536",14
"3537",12
"3539",19
"3543",16
"3545",6
"3547",14
"3548",3
"3550",12
"3551",13
"3556",8
"3557",3
"3559",16
"3561",11
"3563",7
"3566",13
"3567",11
"3569",12
"3572",12
"3575",14
"3576",12
"3578",3
"3579",20
"3580",11
"3581",12
"3582",6
"3584",13
"3585",12
"3592",17
"3593",11
"3596",14
"3599",12
"3603",11
"3604",17
"3605",13
"3607",13
"3608",15
"3612",12
"3613",12
"3614",14
"3617",19
"3623",16
"3625",16
"3636",20
"3639",8
"3642",8
"3644",15
"3645",18
"3646",13
"3648",12
"3649",15
"3650",13
"3651",11
"3652",4
"3655",16
"3658",15
"3661",11
"3662",8
"3664",10
"3668",16
"3669",4
"3672",14
"3673",14
"3678",11
"3679",16
"3680",13
"3682",7
"3688",12
"3690",14
"3692",15
"3693",13
"3694",13
"3700",16
"3701",15
"3703",13
"3705",22
"3709",12
"3713",13
"3715",11
"3718",34
"3723",17
"3725",12
"3726",15
"3729",13
"3731",16
"3732",17
"3740",12
"3741",14
"3743",12
"3744",16
"3752",14
"3753",8
"3758",15
"3760",12
"3761",12
"3762",14
"3771",15
"3775",4
"3781",15
"3787",3
"3788",12
"3789",7
"3791",10
"3793",13
"3804",15
"3805",13
"3811",15
"3812",8
"3815",11
"3822",2
"3823",11
"3824",17
"3825",12
"3838",12
"3841",14
"3842",15
"3851",18
"3852",14
"3854",13
"3855",13
"3856",15
"3857",12
"3859",13
"3860",12
"3863",16
"3865",15
"3866",13
"3867",19
"3868",24
"3874",15
"3878",13
"3879",3
"3881",7
"3884",13
"3886",2
"3887",19
"3889",17
"3896",12
"3902",17
"3903",11
"3904",3
"3905",12
"3906",24
"3907",7
"3909",16
"3910",15
"3912",14
"3913",12
"3918",13
"3927",13
"3932",12
"3933",13
"3936",12
"3937",14
"3942",12
"3943",2
"3944",2
"3945",14
"3948",12
"3950",12
"3952",11
"3954",12
"3961",12
"3962",15
"3963",15
"3964",13
"3966",17
"3969",14
"3971",13
"3972",5
"3975",18
"3976",15
"3980",14
"3982",8
"3986",8
"3987",11
"3988",11
"3989",17
"3991",14
"3992",8
"3993",12
"3994",17
"3999",11
"4003",6
"4005",12
"4008",2
"4010",18
"4012",11
"4014",13
"4015",5
"4020",16
"4021",14
"4027",16
"4032",14
"4033",13
"4034",12
"4035",14
"4038",10
"4039",13
"4043",17
"4044",16
"4045",2
"4048",15
"4050",11
"4053",15
"4054",5
"4055",16
"4056",13
"4057",14
"4059",12
"4063",12
"4065",12
"4067",9
"4068",5
"4070",16
"4072",4
