"","x"
"78",484
"11",76
"88",256
"101",208
"82",318
"51",983
"44",27
"143",329
"0",114
"103",187
"18",236
"128",155
"83",177
"14",24
"36",17
"112",51
"34",8
"37",7
"60",1287
"53",45
"91",654
"72",3112
"24",399
"47",786
"111",685
"73",408
"74",348
"122",497
"17",3
"124",13
"141",50
"126",340
"107",255
"28",371
"41",136
"114",21
"13",114
"38",25
"118",2
"7",58
"66",24
"30",13
"1",15
"136",8
"120",1494
"130",1150
"71",3182
"9",1286
"64",2859
"58",1083
"104",4516
"26",4231
"63",2231
"117",990
"139",968
"134",314
"59",1433
"137",91
"8",534
"61",406
"57",188
"99",519
"129",427
"85",378
"87",24
"92",259
"98",96
"93",21
"86",103
"79",308
"97",702
"62",263
"55",8
"121",251
"21",147
"113",53
"106",189
"75",248
"68",262
"16",250
"108",16
"40",8345
"135",1412
"32",3036
"100",1290
"96",2073
"110",532
"80",675
"89",1994
"84",2626
"76",1660
"145",900
"39",1464
"33",694
"54",772
"105",565
"45",427
"138",3658
"133",99
"5",741
"19",300
"15",166
"49",222
"102",3399
"35",1570
"95",749
"31",1786
"132",415
"20",305
"12",1415
"94",726
"123",1307
"119",357
"116",423
"25",1095
"22",844
"69",142
"2",330
"140",375
"109",937
"125",389
"70",240
"142",543
"4",257
"48",8
"131",26
"77",1
"6",2
"29",1
"81",1
"3",1
"52",1
"115",5
"43",60
"27",55
"144",10
"90",13
"56",11
"10",4
"42",2
"23",14
"65",4
