"","x"
"168",8706.78124977071
"2",22683.03913207
"42",519.39503706207
"870",874.571584323568
"663",4082.02371913955
"565",2835.16237998573
"987",9728.01711125138
"581",2442.7045895478
"978",4454.83478668889
"569",2161.10346375006
"174",4.97618756736669
"844",1995.03513487897
"31",473.680401614429
"429",267.66162092436
"418",2544.15829647637
"294",504.897362585063
"921",904.193613294113
"159",25488.4505012501
"700",14464.7149284749
"947",756.728766423807
"703",386.356133673123
"749",518.126873109969
"713",35.9722957840242
"34",969.120616631791
"291",14.4517842296397
"955",636.636836382668
"67",309.328254717303
"544",211.987907858676
"443",3107.16569000103
"343",4262.34058970505
"772",14044.8980634048
"942",116.121414005095
"135",16547.5777451546
"674",1626.09219252948
"695",460.21808562198
"936",3234.28589817891
"112",2329.21897318825
"933",206.044859209348
"541",741.322655602505
"862",3453.75383726769
"568",2662.27138495076
"428",5737.89695568235
"629",10329.1850163885
"58",246.410242716752
"344",131.838930915406
"643",190.12628178181
"410",3088.16833658653
"277",1511.91844400118
"362",7879.26173658162
"292",228.960982976881
"435",356.220462120403
"207",2596.32040149063
"433",1896.29866046834
"256",251.032400755689
"680",2172.63915580953
"561",150.58613286156
"765",4879.07952668921
"48",899.22593072747
"638",7998.34376520642
"572",612.132251112896
"253",13.6097730868317
"105",657.262304269188
"609",2922.75532399837
"440",111.485516829407
"657",231.127114356864
"274",327.11321788381
"278",650.546489222906
"940",201.88432472071
"833",230.036803640061
"192",437.256371047815
"62",2038.21983085399
"912",6173.59400083472
"32",4856.28249599285
"90",72625.1023810937
"454",8411.81920039637
"704",2034.16950741547
"280",7859.68225556721
"249",1127.51589778852
"685",954.356197679554
"530",3477.77360023486
"988",1000.25268508673
"742",8298.24797610365
"720",5071.36028130285
"743",3061.74109271187
"275",701.434983814803
"107",10128.3163977107
"14",2249.06052973292
"718",22436.3006489868
"308",210.400253906587
"692",9261.00517900984
"830",56.0720229840724
"335",7774.53336550011
"575",52.2307774915194
"1001",5622.77937282364
"854",3857.4102576835
"586",22499.7831628803
"65",2108.94396883601
"188",1911.28498688752
"185",2256.04631255605
"165",2364.65203839781
"5",997.291949214706
"267",12012.5570310653
"321",324.923832353008
"171",402.701510302832
"540",7152.93226875165
"858",1198.84056754459
"577",2795.40951281089
"72",2206.54147027775
"1004",6322.61105675821
"927",2281.16311475009
"136",336.381166236428
"309",50.9765553194168
"311",92.6283564092242
"859",0.692472159695082
"977",11225.467698229
"290",889.645314325652
"334",8116.23706801354
"245",981.403398180233
"61",18070.4337212134
"855",620.098800243028
"493",234.721781162058
"103",1078.48154981982
"499",6080.68145161528
"332",2694.69622905984
"684",3321.8688874576
"101",1484.9046459275
"469",1376.02901759644
"787",4.07232388576742
"193",4746.21460036706
"166",3374.06628148223
"712",3326.50903490171
"771",3337.63673794713
"189",7105.23726281333
"134",1094.86826219291
"84",51.8472530483975
"769",2405.40662533168
"738",8560.14374056937
"137",155.9923800715
"523",86.3441820074383
"868",370.00857701406
