"","x"
"0",27
"1",40
"2",56
"3",56
"4",42
"5",28
"6",34
"7",50
"8",34
"9",76
"10",48
"11",34
"12",38
"13",27
"14",50
"15",42
"16",16
"17",32
"18",24
"19",30
"20",40
"21",28
"22",44
"23",26
"24",50
"25",28
"26",34
"27",28
"28",26
"29",28
"30",28
"31",30
"32",20
"33",26
"34",28
"35",20
"36",30
"37",76
"38",28
"39",38
"40",20
"41",56
"42",38
"43",88
"44",20
"45",38
"46",50
"47",140
"48",56
"49",16
"50",12
"51",30
"52",28
"53",38
"54",28
"55",16
"56",26
"57",30
"58",38
"59",40
"60",42
"61",24
"62",62
"63",32
"64",56
"65",42
"66",56
"67",162
"68",34
"69",16
"70",38
"71",30
"72",40
"73",90
"74",28
"75",20
"76",16
"77",28
"78",28
"79",16
"80",56
"81",32
"82",34
"83",38
"84",30
"85",144
"86",40
"87",28
"88",28
"89",20
"90",20
"91",30
"92",34
"93",42
"94",26
"95",28
"96",28
"97",112
"98",40
"99",24
"100",28
"101",26
"102",44
"103",40
"104",32
"105",70
"106",56
"107",86
"108",40
"109",42
"110",30
"111",56
"112",28
"113",34
"114",12
"115",16
"116",86
"117",56
"118",42
"119",40
"120",30
"121",28
"122",30
"123",98
"124",34
"125",20
"126",40
"127",44
"128",16
"129",90
"130",10
"131",48
"132",24
"133",56
"134",28
"135",28
"136",40
"137",20
"138",28
"139",40
"140",20
"141",30
"142",110
"143",28
"144",26
"145",32
"146",40
"147",28
"148",56
"149",56
"150",38
"151",20
"152",20
"153",24
"154",34
"155",26
"156",38
"157",20
"158",28
"159",26
"160",40
"161",28
"162",76
"163",30
"164",20
"165",24
"166",26
"167",40
"168",34
"169",16
"170",28
"171",30
"172",30
"173",34
"174",146
"175",34
"176",28
"177",26
"178",30
"179",34
"180",20
"181",28
"182",42
"183",94
"184",28
"185",74
"186",20
"187",32
"188",40
"189",32
"190",20
"191",26
"192",86
"193",40
"194",28
"195",122
"196",30
"197",30
"198",24
"199",16
"200",30
"201",38
"202",110
"203",42
"204",26
"205",30
"206",20
"207",30
"208",24
"209",24
"210",16
"211",56
"212",56
"213",38
"214",28
"215",30
"216",38
"217",30
"218",16
"219",42
"220",28
"221",40
"222",102
"223",42
"224",64
"225",28
"226",16
"227",26
"228",38
"229",26
"230",32
"231",28
"232",16
"233",38
"234",34
"235",28
"236",38
"237",30
"238",56
"239",34
"240",24
"241",56
"242",44
"243",56
"244",26
"245",174
"246",26
"247",20
"248",56
"249",26
"250",40
"251",32
"252",26
"253",28
"254",56
"255",42
"256",28
"257",54
"258",26
"259",30
"260",16
"261",30
"262",38
"263",56
"264",28
"265",38
"266",28
"267",50
"268",34
"269",12
"270",56
"271",20
"272",50
"273",76
"274",10
"275",26
"276",24
"277",26
"278",30
"279",26
"280",16
"281",42
"282",28
"283",26
"284",32
"285",32
"286",28
"287",26
"288",32
"289",26
"290",30
"291",28
"292",12
"293",24
"294",20
"295",26
"296",56
"297",40
"298",28
"299",28
"300",26
"301",28
"302",162
"303",118
"304",20
"305",30
"306",28
"307",42
"308",50
"309",30
"310",28
"311",28
"312",20
"313",56
"314",20
"315",26
"316",26
"317",30
"318",34
"319",16
"320",102
"321",30
"322",166
"323",28
"324",26
"325",26
"326",130
"327",56
"328",12
"329",94
"330",30
"331",16
"332",28
"333",42
"334",30
"335",40
"336",40
"337",32
"338",88
"339",40
